moisture,temperature,ec,ph,nitrogen,phosphorus,potassium,suitable
42.472407130841745,22.776993932579295,1.154264209339765,7.190811976835592,61.47962904552335,34.52266402080816,104.27340403011686,0
77.04285838459498,28.12851421067537,1.1174469976799997,7.686725588765489,82.48890963699877,40.507674453126604,42.41022707367161,0
63.919636508684306,33.09418753814612,2.7656364513025915,5.501871595169996,78.41448368111432,69.09105449016353,133.41129323612594,0
55.919509051822196,30.98337329614342,1.1238654996237654,6.999496398427995,23.85099142243963,30.50032895449191,99.7051110790014,0
29.36111842654619,32.09841721792175,1.1798743153215776,6.786983932574994,23.43245227673265,70.22372636091285,40.43650486240405,0
29.35967122017216,29.88175050066076,2.3984956560449096,7.831321507153085,34.1356930970422,11.610082323251863,145.10394747255688,0
23.485016730091967,30.384148467767787,1.62434960612635,8.124348241925041,42.49672537069335,63.2598827906473,87.38751023359168,0
71.97056874649611,32.73793477347979,2.441776392387953,4.548627085909548,46.76100232676343,68.56607247910523,29.47679874331515,1
56.06690070459253,23.745020132887788,0.663415393910963,7.19607967623517,71.17274951500107,18.636323962800404,101.48827757395874,1
62.48435466776273,27.34137445464711,1.7189279841834608,4.7073431964789165,15.101238894925187,37.275989927915035,52.91585791166533,0
21.23506965774815,23.318141627294033,0.5840340004582065,6.695434660309424,13.120543380345975,17.41248309977417,124.48014874404932,0
78.19459112971967,34.81502011994971,0.6566330086383863,5.650530916174713,45.27195066495181,57.99530967456633,126.31686956360478,0
69.94655844802531,34.160890095299195,2.7660936333610273,5.727106398088565,72.74473229241823,45.15108260462426,147.26315626110605,0
32.74034664069657,20.591402170527587,0.8481134277939879,5.911834013809426,27.40918086608343,52.64925100312408,85.24303903318548,0
30.909498032426036,30.58362758773533,1.8310517056880427,6.9851697961984405,67.73540331306265,19.736522521715834,79.14439436460583,0
31.00427059120603,33.87872476123499,1.5277390065017664,5.836199862675077,33.38453241462695,20.880939653931463,117.95182870804248,0
38.254534577572265,22.708630176910003,1.3683583156471066,7.430796202361122,89.74774979321647,8.112299413242978,37.22118532445045,0
51.48538589793427,28.519178458289442,2.7495833642181813,6.118109542295478,90.61209498399549,29.155065139679728,91.09901679310614,0
45.916701118526944,33.73232446382063,0.5545584919387238,4.773412801239834,36.75584838531938,46.98084960002562,91.01218801701063,0
37.47374841188251,20.50918967878698,2.1594742154389728,7.635039369936429,30.699437856691645,69.34511854979966,31.63150596535034,0
56.71117368334277,30.461304008702598,2.908486085533876,5.643033298370824,47.017357485960815,55.019558559401055,74.33793111589875,1
28.36963163912251,24.46023511058826,1.900420458654605,6.231067518397051,31.647842666213386,37.65472425498136,130.92702381373624,0
37.528678912113094,33.865942930647954,2.8420561550827297,7.241775532887607,70.51454589625334,76.48400857956034,131.29997085930583,0
41.9817105976215,34.56587367748052,0.6306446982150594,5.829824628594848,84.34582160934569,58.94339004318739,32.90089643955853,0
47.364199053022155,34.16399733670151,1.5469832976854034,4.726342624586863,70.57829178200953,74.76239021469125,31.793714757218012,0
67.11055768358082,27.113213249861957,1.1503944774051278,5.995684188051254,84.19154025244146,44.56909799541243,54.150412010251586,1
31.980426929501583,32.930639764839704,2.3270524124518244,8.277794330777214,45.72929459867267,24.41782060948547,133.71958813201917,1
50.8540663048167,32.668240978026056,2.9532427262431167,7.066937589194232,24.06852736379748,8.96200147735415,36.75733605955486,0
55.54487413172255,24.786507098648833,1.1413251561106195,7.185916594668828,76.41558526578329,59.456363861288786,113.59958434156802,1
22.787024763199863,32.43373211226016,2.1354365036851863,7.02912861455056,42.44270546273985,14.097724850415059,33.151530549703416,0
56.4526911140863,20.55511452073239,0.9952440818993503,5.295968555837748,70.41437427062192,27.708134620397537,101.0079209872173,0
30.23144742123749,28.944048177230798,1.9133256364290248,6.17333545640912,34.35795477835891,44.9353180912923,66.28874888548881,0
23.903095579116773,23.450132559315545,1.6598312167208404,7.5037591934532735,17.31066713260054,47.331244083481074,122.55881518556271,0
76.93313223519999,21.80850328665918,2.9300133240788426,4.905491590212637,99.33236159389871,50.0437397740352,50.37975834729727,0
77.93792198447356,21.154298024438138,2.0213181817411665,5.611411104358849,24.058135713753934,17.469149776227546,103.09623782069478,0
68.50384088698766,30.444331638172095,1.373765930217047,5.6052764338634145,98.95788945671329,33.48030536162366,50.638729494865046,1
38.27682615040224,25.098124456520992,0.7852394622198334,6.2280757103780235,97.95519393098026,51.2895670337725,112.77583680458,0
25.86032684038303,30.87150157293142,0.8781170718373363,8.421474963768741,81.44362935172357,77.73641484753385,133.57814449289734,0
61.053981590729414,20.980345111984136,1.0632923248780877,4.770010186735288,69.34806658737978,59.57233532747665,36.484233886478805,0
46.40914962437608,24.729355067459153,1.127416653350745,6.5748039775223805,62.002634522597624,74.19528178204683,132.65743951741547,1
27.32229409068673,28.092369385630057,2.6265401446028447,5.217458728048841,87.94913908400513,62.16590437356328,97.16478307385873,0
49.71061460667621,31.860847472584453,1.9030569707063123,8.382706181638977,36.04955694575391,49.37877266693003,36.52436381271312,0
22.063311266913104,24.781287543981048,1.808477278435916,4.953214018909857,52.091309123638936,19.40175268522584,75.58044119676256,0
74.55922412472692,29.38837064655514,0.7869221796730437,6.114404009446365,65.74509724298517,55.00142389193848,40.911838153062725,0
35.52679889600101,33.28966622354281,2.6503492333735874,7.451539939338424,47.007142828254196,51.75346744699303,111.04522555265403,0
59.75133706123892,29.23794782273457,2.3070357580212093,7.318217712109782,48.473780868124116,50.18518778429498,118.65285747433346,1
38.70266456536466,23.494392121304507,0.669170904750004,6.190914547575729,39.72562007518759,41.73394009911806,33.75354763546386,0
51.20408127066865,20.36601172334807,2.2695877430744216,5.886096671810873,60.780863501608245,44.64924529919567,85.79818085030377,1
52.80261676059678,33.05148310851395,1.8588455433566151,6.090449514211482,86.55170752136044,30.083189533857805,125.90125728336923,0
31.091267331531622,20.319041162755806,0.7043133643669457,5.557105052634557,28.137554020568157,43.94845194817274,141.70119540162955,0
78.17507766587352,33.12052509026299,1.645751603821641,5.321331754827199,94.09897348780973,19.816692925885867,86.7573226764301,0
66.50796940166687,27.934057010408182,1.7117407178251174,6.43215879023556,72.01788883734068,65.38807980202826,143.53629906948294,1
76.36993649385136,34.086015477693444,0.9144363504081894,5.574135024270429,84.09458914120272,18.933271602403085,89.63956615928387,0
73.68964102565893,31.981748536604982,2.864245367500706,5.6498466595890005,60.05716233670105,11.372471741709981,71.24476429798804,0
55.87399872866511,34.96901165800006,2.624938428701655,7.127024253898228,80.15650312816571,37.7184519767868,130.2664067118764,0
75.312454101387,25.260677231775652,2.1725558433227707,8.374149326799568,11.458035760552049,54.37305796295464,84.08775235955157,0
25.30955012311517,31.5078243339669,1.655738902501518,6.9145488022375,83.65423823015817,37.828761870015605,81.347326373388,0
31.758971745148713,26.028963704138633,1.5294138539612714,4.807917868259866,13.612497317682987,25.756559896348143,83.74062362327768,0
22.713637334632285,27.198134304558632,2.1274336678773853,4.802334455416268,90.09220387265762,46.862838791783055,130.0820502430669,0
39.519819845795865,29.41258194827555,1.8635796735172636,8.305692883382264,99.2766472514779,31.025175155914994,128.1524004194468,0
43.320637381368925,33.10515671279508,0.6556827647047141,5.6891631612293345,36.46607159591,74.96507675949748,72.45759901722747,0
36.28094190643375,34.76125203798943,1.7812566219258292,4.868267944329902,28.92867006572143,74.19838547026791,63.32898178316825,0
69.72425054911577,31.524101207967774,2.5160090430820987,6.896178348601526,78.88270274722366,42.67788649790716,83.9506431250868,1
41.40519960161536,26.266501732510008,1.648099693992395,6.994595113161065,32.77237068282279,29.59129955136939,94.46042626582417,1
36.85607058124285,26.32035503415605,0.6298914438856711,7.094019280474752,87.90061448549831,60.28493104674793,50.9838373816396,0
52.56176498949491,31.06373452383337,2.4656954984600827,5.569608111430165,19.255833294172902,7.753470761229998,123.21416101302678,0
28.45545349848576,23.581657186524534,1.003409455339936,4.5604427368579,21.335967674142243,40.60767545327384,83.24275954521497,1
68.13181884524238,21.65711169697092,1.146552087220097,8.360061477817887,98.1236399590554,30.224254570275015,63.425921294594744,0
24.473038620786248,25.319332364611647,0.9117658835807397,5.50357218276441,70.64550084430041,74.0401913826916,33.88672908531878,0
79.21321619603104,24.308584874811224,1.3255376621787438,7.2041051522101895,86.21985019860576,5.9002270454511905,51.0498708524689,0
66.33468615779944,24.44462180683985,2.3918787642215875,7.326519479514838,39.18964396163662,46.46111567887618,143.40655232827788,1
31.922940892050345,23.50411626574865,1.7984646487598432,6.940029668317942,70.8835374568544,60.54976857999695,59.66295928653846,0
20.331327027416144,20.63139784454543,1.0122031853767814,5.751629576854593,63.48176445777375,41.37634906430309,41.95170761771459,0
68.92768570729005,20.26810902100121,2.6945751953801023,5.584385015056263,64.28351081106523,11.405227262204125,79.88746291514911,1
62.41144063085703,34.81583584604047,2.698954637378823,6.8906731308108125,71.42792135839494,77.93460425209267,59.92140663683233,0
63.74043008245924,26.416597006037936,2.6764460626150175,7.9643825344467665,61.78232558161887,43.85078235320734,24.57070253525524,0
66.27622080115674,25.764899707395223,1.0969905284538481,8.286934915693582,48.615613237239934,51.06396832392585,62.008878246324244,0
24.44267910404542,30.194709240396048,1.6280983604524701,4.923623217615031,34.83304249424921,22.74573370306305,90.73412111213091,0
41.507943712656356,23.273808317975963,2.962474140352188,5.119314450390879,79.17231978218818,41.262356383010285,91.7226083625957,0
26.952143571507783,34.249417759253376,2.430031190774976,8.278945035132319,30.36451870028676,37.18621189687414,66.35265975299552,0
71.78620555253562,31.795175216233282,0.5679185530638995,7.44614091333917,72.31188755389728,10.617188150148781,78.14935831283807,0
57.39788760965347,21.341165034683893,0.6630114781512302,8.031975299319093,30.999954038439398,12.962026516060043,145.51732937051963,0
39.85388149115895,26.263711636773927,1.659828442030832,5.310530536541373,66.27971529590084,67.81043897140809,69.0553020399405,0
23.813501017161418,33.18677461343247,2.7730505146539004,6.850343484437607,77.2370440416126,22.98649641549427,53.56948572379779,0
38.65893930293973,34.17098033437115,1.8467544948817856,7.304558377669895,29.684250001588527,19.62187036239729,51.65071572867882,0
39.51099932160482,27.011022668748048,1.7445312700857256,7.220447541787891,15.394897077517745,42.86835884376045,79.50939965153745,1
63.77637070028384,29.201170838160614,0.7636842498915765,6.132606763466793,21.78763686947567,62.65603485218847,118.73761933320273,0
58.253448281312785,22.50550919138113,2.1419502618107353,4.561579566765234,64.5397270543923,9.645988893424093,46.77846394450152,0
73.23276455457959,34.86752939205465,2.5552579015005636,6.8317042272170525,86.4501765603162,48.26059397286919,112.20849652829985,0
48.33289550971696,23.475075520751652,1.451050018768906,5.512406156718435,14.049713911188192,13.940783213043002,22.749477035424118,1
27.1756547562981,34.14097661202688,2.4390296273133187,6.301016984571561,76.07361331374817,7.734578811921384,74.46128713791299,1
62.7946872333797,29.74469973488553,2.9111916347520292,8.330324060335268,40.71867813550469,8.955796412166304,120.86245847636229,0
65.64710291701385,29.116051923182887,1.0094161478192227,6.096141270569738,53.067553292757026,67.5623081156331,64.03528425067609,1
53.67663185416978,27.69032766524763,1.8083240779868532,7.859206426657707,93.59735948610091,13.847936272104617,93.28582318790193,0
66.25803079727366,23.46004717576638,1.217844895211439,5.2541624229970045,39.87743542622609,8.386352330921897,46.64730026736841,0
49.62773578186344,22.647920480082625,2.482136047584598,7.189841992100115,51.880324054553746,37.84249153571842,116.4594008464024,1
51.363969762919645,23.30729313605263,1.9439834147028938,8.408027817755773,11.2314173284613,68.29951039565185,26.79628342493875,0
45.652461101512976,22.796573932163817,2.086456043875759,4.907572403491747,17.343884800435454,24.680628236697643,130.83054383381506,1
21.52514760464571,31.6937671035013,2.4947853990397353,4.533279768908768,33.27324320213056,36.62844631444373,45.76553023481686,0
26.473485619598268,25.25187888750095,1.4899261816561373,6.234331170530457,12.506701673896696,7.994189942281341,133.671744122083,0
21.885751141204054,20.867640148450946,2.787725171017608,4.870501932205469,66.8237793443426,38.68088856011569,65.82880136906725,1
58.184624675826825,34.536539452112166,1.83257216811535,7.493537398704925,48.37585211214603,48.320981047785025,113.94886468168326,0
38.8613588645796,33.25678827445138,0.89488705708837,8.158194655394237,59.333068245521986,47.81802903141086,61.4992887122045,0
50.514241469882165,33.916284247928196,2.239747795422006,6.236083890835035,25.71824673066966,29.932001913077386,137.76851726050418,0
74.45398843556558,34.92361733969653,2.483153376095636,5.534846568621764,36.63388264929545,28.664988549735163,36.46282631738867,0
34.9575337489325,22.60842873829231,1.2919041926688166,6.237613276026439,69.74420273674525,12.99677142024484,43.20757260543783,1
44.62297538213778,25.943630283539882,2.6429481424968824,7.393791271400004,96.87724512673599,32.509874048470124,84.0939162706443,0
65.33306831258292,31.37357713556137,2.765358136914416,4.536216646321484,14.537509624198828,12.46210016547235,30.651997074959,0
33.72788992949735,30.440309270806885,1.1922612184445223,6.857815957938788,90.13458887697395,62.49469585340387,45.47742401122905,0
24.618794589727578,22.308438595097826,2.958803681788055,6.953166739549516,61.919308118008765,77.47057233111394,142.68962968756188,0
37.38508717482608,32.23749687485927,0.8517788201218961,7.050752987583742,60.75276100800613,77.75558425000301,146.94365594922533,0
29.673277235240263,23.36660857754991,1.005039171006225,5.468088319923509,55.02506816869843,69.88033245315454,68.91371281295486,0
75.78185914055439,23.357264222339346,0.9605620980950653,7.3562108935125075,16.245467731376504,50.05941120047143,140.02718273181165,0
68.48722277386501,28.054616343401204,2.734974275019676,4.865565945327106,18.08891665625446,57.56492729329099,90.82720783754613,0
58.00422539062541,28.894099022625547,2.1357313808124045,5.297081345867204,64.08208050931775,26.390435201031053,55.06652056358972,0
72.28763541126307,28.701293117567168,0.8802607080556821,8.009880186617927,40.68627142920025,52.30778151294655,111.31183374047782,0
68.22032461394687,21.37230256096632,1.6008085459208725,7.454892602906265,92.55412599199126,39.17371620799081,105.65723485473144,0
31.194203533162153,33.1619129394557,2.038245062674505,4.5549822160453814,46.5931483623525,41.151300483269935,148.58629148413533,1
73.55353990939867,23.98400063883059,0.7086602124734582,5.493505041479201,22.895331283237695,61.833242028136844,54.45614736320683,0
52.36053451493904,21.94272381924206,2.7060409210183467,5.357625931972658,74.32469501518324,26.143876669793872,107.36773534602561,0
68.44640930984374,33.331221198034655,2.509008838603838,5.58322531214789,36.40180792969089,28.852970877088993,26.763088153828097,0
73.7654779954096,34.3347724734463,1.7630169339415955,5.490239081119546,57.29232766203039,74.34813433464775,34.77398503057353,0
39.08020849831183,32.93191425898176,2.917816538147926,4.750105182971383,72.8049506954653,9.216822113822918,20.509388743642123,0
26.603115471660605,32.14274112087317,1.5444024481877492,6.335762066387281,91.02377000818633,41.42257238100053,149.9298885377575,0
33.6761097525165,29.828629709585325,2.9602757975912444,7.4309338991446605,81.29720753215085,73.46006003058963,124.29558062917211,0
45.626467317575376,28.26286055913709,2.1697999970090676,6.926926898869746,70.87249610854516,50.77722558636177,122.2739919153603,1
69.08088595534959,21.304801398671152,2.0866781831348535,7.191486674392319,71.16698641556292,45.98053056590991,86.26438978746336,1
71.64383499538062,26.12679819606048,0.9148872382394625,4.824596714144956,95.13321796288778,23.73081344220164,59.00872077770719,0
20.417127831871444,25.59032775518471,2.70481939576161,8.30596284070715,36.62416877468824,30.74566167983362,39.66435698014787,0
50.64483815465394,23.896306756404893,1.5687242198015379,7.853967335372099,10.100088477656866,68.90363118535197,57.00771605004027,0
45.04466018892674,30.851301705328773,0.9055835144561983,7.72036127398265,34.47591034583788,46.94135988263436,68.87625885078808,0
33.326468628243816,27.43813602618156,0.5315187999393975,7.79193522016707,29.610224166406958,43.60566453175849,118.32031260743823,0
27.19192204002097,21.21569323861472,1.8993892090959563,8.230842032531045,69.56511266025984,12.46847851550217,90.15603255740982,0
40.25691028421768,23.30274802924717,1.8184990553066909,6.677015864454791,67.03404397889761,6.202111734134235,30.072871452212752,0
76.57458223475115,30.24888145489394,2.2983840559228965,5.301128071470504,63.411524443425144,77.27638915152869,22.34377116465859,0
39.39217592124531,21.141962892354503,2.7256451325445052,6.967134431410164,11.461909888850833,33.27396254651312,33.30318333942821,0
51.12743730460197,32.76810371073153,0.6985164616075739,7.471525974671756,75.59002490055828,50.24097965746282,73.36483278065931,0
62.18113753371067,27.427197905209617,2.328741225850906,7.451669573416101,39.11773712369424,10.978630489046374,141.3150792163724,0
41.81777614275764,27.20879865989972,0.9685298602439556,6.58579609666752,69.8550390105968,56.23357142922849,102.86232255719881,1
78.30692496325764,28.886116769892766,2.6454426328929097,4.773834877334313,60.0920585651938,74.94250315294707,124.23736698381697,0
